Sample_ID,Title,Organism,Series_ID,GPL_ID,Instrument Model,SRA_ID,Library Strategy,H3K4me3_description,Tissue,Cell Line,Cell Type,Disease,Treatment,Genotype,Antibody,Feature in Title,Feature in Ab,Feature in Title or Ab
GSM1918654,Exp015-2_H3K4me3_80000c_Ad_BC06_60u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383900,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp015-2_H3K4me3_80000c_Ad_BC06_60u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp015-2'}",True,True,True
GSM1918656,Exp015-2_H3K4me3_80000c_Ad_BC08_15u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383902,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp015-2_H3K4me3_80000c_Ad_BC08_15u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp015-2'}",True,True,True
GSM1918651,Exp015-2_H3K4me3_500c_Ad_BC08_15u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383897,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp015-2_H3K4me3_500c_Ad_BC08_15u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp015-2'}",True,True,True
GSM1918650,Exp015-2_H3K4me3_500c_Ad_BC07_30u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383896,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp015-2_H3K4me3_500c_Ad_BC07_30u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp015-2'}",True,True,True
GSM1918653,Exp015-2_H3K4me3_80000c_Ad_BC05_150u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383899,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp015-2_H3K4me3_80000c_Ad_BC05_150u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp015-2'}",True,True,True
GSM1918652,Exp015-2_H3K4me3_80000c_Ad_BC01_300u,Homo sapiens,['GSE74359'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1383898,ChIP-Seq,"{'histone modification': 'H3K4me3', 'Title': 'Exp015-2_H3K4me3_80000c_Ad_BC01_300u'}",,,,,{'treatment': 'none'},{},"{'histone modification': 'H3K4me3', 'experiment': 'Low_input_K562/Exp015-2'}",True,True,True
GSM1643799,Sample6_NPCwt-H3K4me3,Homo sapiens,"['GSE67282', 'GSE67286']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX968913,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'Sample6_NPCwt-H3K4me3'}",,iPSC derived,,,{'treatment': 'Inhibition of P53'},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM1572767,Sample_H3K4me3_Index_2_lane2,Homo sapiens,['GSE64504'],GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX823960,ChIP-Seq,{'Title': 'Sample_H3K4me3_Index_2_lane2'},,OCI-Ly1,,,{},{},"{'chip antibody': 'anti-histone H3 trimethyl K4 (ab8580, Abcam, Cambridge, MA)'}",True,False,True
GSM1607388,H3K4me3 Chip-Seq EpiSC,Homo sapiens,['GSE65838'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX873809,ChIP-Seq,"{'chip-antibody': 'H3K4me3 (Diagenode. Cat:  C15410003-50)', 'Title': 'H3K4me3 Chip-Seq EpiSC'}",Foreskin,,,,{},{},{'chip-antibody': 'H3K4me3 (Diagenode. Cat:  C15410003-50)'},True,True,True
GSM1217952,CITH068_Exocrine_H3K4me3,Homo sapiens,['GSE50386'],GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX340813,ChIP-Seq,"{'chip-seq antibody': 'H3K4me3', 'Title': 'CITH068_Exocrine_H3K4me3'}",pancreatic islets,,,,{},{},{'chip-seq antibody': 'H3K4me3'},True,True,True
GSM327662,hES_H3K4me3_ChIPSeq,Homo sapiens,['GSE13084'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX003845,ChIP-Seq,{'Title': 'hES_H3K4me3_ChIPSeq'},,H9 (passage 45),,,{},{},{},True,False,True
GSM1067280,Erythroid H3K4me3,Homo sapiens,"['GSE43625', 'GSE43626']",GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX218423,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'Erythroid H3K4me3'}",,R3/R4 Erythroid cells,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM1673968,human2_RS_K4me3_ChIP,Homo sapiens,['GSE68507'],GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX994654,ChIP-Seq,"{'chip antibody': 'H3K4me3 (abcam, #ab8580)'}",testis,,,,{},{},"{'chip antibody': 'H3K4me3 (abcam, #ab8580)'}",False,True,True
GSM1673964,human2_PS_K4me3_ChIP,Homo sapiens,['GSE68507'],GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX994306,ChIP-Seq,"{'chip antibody': 'H3K4me3 (abcam, #ab8580)'}",testis,,,,{},{},"{'chip antibody': 'H3K4me3 (abcam, #ab8580)'}",False,True,True
GSM1673960,human1_RS_K4me3_ChIP,Homo sapiens,['GSE68507'],GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX994300,ChIP-Seq,"{'chip antibody': 'H3K4me3 (abcam, #ab8580)'}",testis,,,,{},{},"{'chip antibody': 'H3K4me3 (abcam, #ab8580)'}",False,True,True
GSM1418960,H3K4me3 ChIP (Nutlin-3a),Homo sapiens,['GSE58740'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX620737,ChIP-Seq,"{'antibody': 'H3K4me3 (Abcam)', 'Title': 'H3K4me3 ChIP (Nutlin-3a)'}",,IMR90,,,"{'treatment': 'Nutlin-3a (5uM final, 6hrs)'}",{},{'antibody': 'H3K4me3 (Abcam)'},True,True,True
GSM1969626,GCC041,Homo sapiens,['GSE75898'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1474514,ChIP-Seq,{'chip antibody': 'H3K4Me3'},Gastric Cancer Line,FU97,,,{},{},{'chip antibody': 'H3K4Me3'},False,True,True
GSM693277,H3K4me3 ChIP-Seq analysis of breast myoepithelial cell from RM080 (HS2760),Homo sapiens,['GSE16368'],GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX1157874,ChIP-Seq,{'Title': 'H3K4me3 ChIP-Seq analysis of breast myoepithelial cell from RM080 (HS2760)'},Breast,,,,{},{},{},True,False,True
GSM1969622,GCC037,Homo sapiens,['GSE75898'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1474510,ChIP-Seq,{'chip antibody': 'H3K4Me3'},Gastric Primary Sample,,,,{},{},{'chip antibody': 'H3K4Me3'},False,True,True
GSM1969629,GCC051,Homo sapiens,['GSE75898'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1474517,ChIP-Seq,{'chip antibody': 'H3K4Me3'},Gastric Cancer Line,YCC3,,,{},{},{'chip antibody': 'H3K4Me3'},False,True,True
GSM669589,H3K4me3 ChIP-Seq analysis of foreskin keratinocyte from skin01 (A02883),Homo sapiens,['GSE16368'],GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX1156988,ChIP-Seq,{'Title': 'H3K4me3 ChIP-Seq analysis of foreskin keratinocyte from skin01 (A02883)'},Penis,,,,{},{},{},True,False,True
GSM942105,Chip Seq H3K36me3 in ER:Ras expressing IMR90 d6 4OHT with sh-Rb SLX3610,Homo sapiens,"['GSE38442', 'GSE38448']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX151382,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA333'},,IMR90,,,{'treatment': 'd6 4OHT with sh-Rb'},{},{'chip antibody': 'H3K4me3 CMA333'},False,True,True
GSM752983,Reference Epigenome: ChIP-Seq Analysis of H3K4me3 in BMP4 Mesendoderm Cells; renlab.H3K4me3.BMP4M.01.01,Homo sapiens,['GSE16256'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX081225,ChIP-Seq,"{'experiment_type': 'Histone H3K4me3', 'chip_antibody': 'H3K4me3', 'Title': 'Reference Epigenome: ChIP-Seq Analysis of H3K4me3 in BMP4 Mesendoderm Cells; renlab.H3K4me3.BMP4M.01.01'}",,H1,,None,{},{},{'chip_antibody': 'H3K4me3'},True,True,True
GSM942103,Chip Seq H3K36me3 in ER:Ras expressing IMR90 with no treatment SLX934,Homo sapiens,"['GSE38442', 'GSE38448']",GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX151380,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA333'},,IMR90,,,{'treatment': 'no treatment'},{},{'chip antibody': 'H3K4me3 CMA333'},False,True,True
GSM1240116,H3K4me3_HCT116_MLL4_delta_set,Homo sapiens,['GSE51176'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX360383,ChIP-Seq,"{'chip antibody': '(rb) \xce\xb1-H3K4me3 (#528; Ali  Shilatifard)', 'Title': 'H3K4me3_HCT116_MLL4_delta_set'}",,Mll4∆set HCT116,,,{},{},{'chip antibody': '(rb) \xce\xb1-H3K4me3 (#528; Ali  Shilatifard)'},True,True,True
GSM1240115,H3K4me3_HCT116_Parental,Homo sapiens,['GSE51176'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX360382,ChIP-Seq,"{'chip antibody': '(rb) \xce\xb1-H3K4me3 (#528; Ali  Shilatifard)', 'Title': 'H3K4me3_HCT116_Parental'}",,HCT116,,,{},{},{'chip antibody': '(rb) \xce\xb1-H3K4me3 (#528; Ali  Shilatifard)'},True,True,True
GSM1234191,GM2610_H3K4me3_1,Homo sapiens,['GSE50893'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX356759,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'GM2610_H3K4me3_1'}",,2610,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1234192,GM2610_H3K4me3_2,Homo sapiens,['GSE50893'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX356760,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'GM2610_H3K4me3_2'}",,2610,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM945271,UW_ChipSeq_HRPEpiC_H3K4me3,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX190054,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_HRPEpiC_H3K4me3'}",,HRPEpiC,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM1866699,H3K4me3_ChIP-Seq,Homo sapiens,['GSE72622'],GPL18573,Illumina NextSeq 500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1177907,ChIP-Seq,"{'chip antibody': 'H3K4me3 (Abcam; ab8580)', 'Title': 'H3K4me3_ChIP-Seq'}",,HCT116,,,{},{},{'chip antibody': 'H3K4me3 (Abcam; ab8580)'},True,True,True
GSM945275,UW_ChipSeq_NB4_H3K4me3,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX190058,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_NB4_H3K4me3'}",,NB4,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM945276,UW_ChipSeq_HRE_H3K4me3,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX190059,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_HRE_H3K4me3'}",,HRE,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM945279,UW_ChipSeq_K562_H3K4me3_ZNF_knockout_P5,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX190062,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_K562_H3K4me3_ZNF_knockout_P5'}",,K562,,,{'treatment': 'ZNF_knockout_P5'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM1262400,ChIP-seq_H3K4me3_KO_hMSC,Homo sapiens,['GSE52285'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX376721,ChIP-Seq,"{'chip antibody': 'H3K4me3 (Abcam, ab8580)', 'Title': 'ChIP-seq_H3K4me3_KO_hMSC'}",,,,,{},{'genotype/variation': 'WRN-KO'},"{'chip antibody': 'H3K4me3 (Abcam, ab8580)'}",True,True,True
GSM941718,H3K4me3 ChIP-Seq analysis of foreskin fibroblast from skin02 (A08396),Homo sapiens,['GSE16368'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1157659,ChIP-Seq,{'Title': 'H3K4me3 ChIP-Seq analysis of foreskin fibroblast from skin02 (A08396)'},Penis,,,,{},{},{},True,False,True
GSM941719,H3K4me3 ChIP-Seq analysis of foreskin melanocyte from skin01 (A08384),Homo sapiens,['GSE16368'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1157647,ChIP-Seq,{'Title': 'H3K4me3 ChIP-Seq analysis of foreskin melanocyte from skin01 (A08384)'},Penis,,,,{},{},{},True,False,True
GSM699329,HCT116 H3K4me3-ChIP,Homo sapiens,['GSE28254'],GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX105259,ChIP-Seq,"{'antibody': 'H3K4me3', 'binding/selection': 'Antibody  H3K4me3 (Diagenode)', 'Title': 'HCT116 H3K4me3-ChIP'}",,HCT116,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1003718,good outcome_4_H3K4me3,Homo sapiens,['GSE40867'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX186808,ChIP-Seq,{'Title': 'good outcome_4_H3K4me3'},primary breast tumor,,,,{},{},{'chip antibody': 'ab8580 (Abcam)'},True,False,True
GSM1003715,good outcome_3_H3K4me3,Homo sapiens,['GSE40867'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX186805,ChIP-Seq,{'Title': 'good outcome_3_H3K4me3'},primary breast tumor,,,,{},{},{'chip antibody': 'ab8580 (Abcam)'},True,False,True
GSM1003712,good outcome_2_H3K4me3,Homo sapiens,['GSE40867'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX186802,ChIP-Seq,{'Title': 'good outcome_2_H3K4me3'},primary breast tumor,,,,{},{},{'chip antibody': 'ab8580 (Abcam)'},True,False,True
GSM1383874,PC3_H3K4me3_ChIP-Seq,Homo sapiens,['GSE57498'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX539665,ChIP-Seq,"{'chip antibody': 'H3K4me3 (#39160, Active Motif)', 'Title': 'PC3_H3K4me3_ChIP-Seq'}",,PC3,,,{},{},"{'chip antibody': 'H3K4me3 (#39160, Active Motif)'}",True,True,True
GSM1866100,ChIPseq_U87_withoutFBS_H3K4me3.FL066,Homo sapiens,['GSE72468'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1177327,ChIP-Seq,{'Title': 'ChIPseq_U87_withoutFBS_H3K4me3.FL066'},,Gliobmastoma cell line,,,{},{},{},True,False,True
GSM1513913,H3K4me3_ko_ChIP-Seq,Homo sapiens,['GSE61794'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX710680,ChIP-Seq,{'Title': 'H3K4me3_ko_ChIP-Seq'},,,,,{},{'genotype': 'KO'},{},True,False,True
GSM1513912,H3K4me3_wt_ChIP-Seq,Homo sapiens,['GSE61794'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX710679,ChIP-Seq,{'Title': 'H3K4me3_wt_ChIP-Seq'},,,,,{},{'genotype': 'WT'},{},True,False,True
GSM1847948,gDNA_CD4_H3K4me3_Graves_rep4,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142274,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'gDNA_CD4_H3K4me3_Graves_rep4'}",blood,,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1847949,gDNA_CD8_H3K4me3_Graves_rep6,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142275,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'gDNA_CD8_H3K4me3_Graves_rep6'}",blood,,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM752985,Reference Epigenome: ChIP-Seq Analysis of H3K4me3 in iPS 6.9 Cells; renlab.H3K4me3.iPS-6.9.02.01,Homo sapiens,['GSE16256'],GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX081227,ChIP-Seq,"{'experiment_type': 'Histone H3K4me3', 'chip_antibody': 'H3K4me3', 'Title': 'Reference Epigenome: ChIP-Seq Analysis of H3K4me3 in iPS 6.9 Cells; renlab.H3K4me3.iPS-6.9.02.01'}",,iPS 6.9,,None,{},{},{'chip_antibody': 'H3K4me3'},True,True,True
GSM752984,Reference Epigenome: ChIP-Seq Analysis of H3K4me3 in iPS 19.11 Cells; renlab.H3K4me3.iPS-19.11.02.01,Homo sapiens,['GSE16256'],GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX081226,ChIP-Seq,"{'experiment_type': 'Histone H3K4me3', 'chip_antibody': 'H3K4me3', 'Title': 'Reference Epigenome: ChIP-Seq Analysis of H3K4me3 in iPS 19.11 Cells; renlab.H3K4me3.iPS-19.11.02.01'}",,iPS 19.11,,None,{},{},{'chip_antibody': 'H3K4me3'},True,True,True
GSM1847942,gDNA_CD8_H3K4me3_Graves_rep4,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142268,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'gDNA_CD8_H3K4me3_Graves_rep4'}",blood,,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1847943,gDNA_CD4_H3K4me3_Control_rep4,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142269,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'gDNA_CD4_H3K4me3_Control_rep4'}",blood,,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1847940,gDNA_CD8_H3K4me3_Control_rep4,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142266,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'gDNA_CD8_H3K4me3_Control_rep4'}",blood,,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1847941,gDNA_CD4_H3K4me3_Graves_rep3,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142267,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'gDNA_CD4_H3K4me3_Graves_rep3'}",blood,,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1847946,gDNA_CD4_H3K4me3_Control_rep5,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142272,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'gDNA_CD4_H3K4me3_Control_rep5'}",blood,,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1847947,gDNA_CD8_H3K4me3_Control_rep6,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142273,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'gDNA_CD8_H3K4me3_Control_rep6'}",blood,,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1847944,gDNA_CD8_H3K4me3_Control_rep5,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142270,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'gDNA_CD8_H3K4me3_Control_rep5'}",blood,,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1847945,gDNA_CD8_H3K4me3_Graves_rep5,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142271,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'gDNA_CD8_H3K4me3_Graves_rep5'}",blood,,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1055817,ChIP-Seq H3K4me3 IMR90+TNF-α,Homo sapiens,['GSE43070'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX212189,ChIP-Seq,"{'antibody': 'H3K4me3 (Abcam ab8580)', 'Title': 'ChIP-Seq H3K4me3 IMR90+TNF-\xce\xb1'}",,,,,{'treatment': 'TNF-\xce\xb1 (10ng/mL) 1hr'},{},"{'experiment': 'ChIP-seq', 'antibody': 'H3K4me3 (Abcam ab8580)'}",True,True,True
GSM1537284,H3K4me3-WI38_ChIP-seq,Homo sapiens,"['GSE62966', 'GSE62907']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX750659,ChIP-Seq,{'Title': 'H3K4me3-WI38_ChIP-seq'},,WI38,,,{},{},{'antibody': 'Abcam; ab8580'},True,False,True
GSM1537287,H3K4me3-ZR751_ChIP-seq,Homo sapiens,"['GSE62966', 'GSE62907']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX750662,ChIP-Seq,{'Title': 'H3K4me3-ZR751_ChIP-seq'},,ZR751,,,{},{},{'antibody': 'Abcam; ab8580'},True,False,True
GSM1537286,H3K4me3-MDAMB436_ChIP-seq,Homo sapiens,"['GSE62966', 'GSE62907']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX750661,ChIP-Seq,{'Title': 'H3K4me3-MDAMB436_ChIP-seq'},,MDAMB436,,,{},{},{'antibody': 'Abcam; ab8580'},True,False,True
GSM1537283,H3K4me3-HMEC_ChIP-seq,Homo sapiens,"['GSE62966', 'GSE62907']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX750658,ChIP-Seq,{'Title': 'H3K4me3-HMEC_ChIP-seq'},,HMEC,,,{},{},{'antibody': 'Abcam; ab8580'},True,False,True
GSM1537285,H3K4me3-SKBR3_ChIP-seq,Homo sapiens,"['GSE62966', 'GSE62907']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX750660,ChIP-Seq,{'Title': 'H3K4me3-SKBR3_ChIP-seq'},,SKBR3,,,{},{},{'antibody': 'Abcam; ab8580'},True,False,True
GSM1055816,ChIP-Seq H3K4me3 IMR90,Homo sapiens,['GSE43070'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX212188,ChIP-Seq,"{'antibody': 'H3K4me3 (Abcam ab8580)', 'Title': 'ChIP-Seq H3K4me3 IMR90'}",,,,,{'treatment': 'no treat'},{},"{'experiment': 'ChIP-seq', 'antibody': 'H3K4me3 (Abcam ab8580)'}",True,True,True
GSM1234209,GM2630_H3K4me3_1,Homo sapiens,['GSE50893'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX356777,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'GM2630_H3K4me3_1'}",,2630,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1574262,H3K4me3.PANC1,Homo sapiens,"['GSE64560', 'GSE64557']",GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX825383,ChIP-Seq,"{'chip antibody': 'Anti-H3K4me3', 'Title': 'H3K4me3.PANC1'}",,,,,{},{'cell line background': 'PANC1'},{'chip antibody': 'Anti-H3K4me3'},True,True,True
GSM1574263,H3K4me3.PT45P1,Homo sapiens,"['GSE64560', 'GSE64557']",GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX825384,ChIP-Seq,"{'chip antibody': 'Anti-H3K4me3', 'Title': 'H3K4me3.PT45P1'}",,,,,{},{'cell line background': 'PT45P1'},{'chip antibody': 'Anti-H3K4me3'},True,True,True
GSM2178528,Adult_H3K4me3_rep2_input,Homo sapiens,['GSE81957'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1802120,ChIP-Seq,{'Title': 'Adult_H3K4me3_rep2_input'},peripheral blood,,,,{},{},{},True,False,True
GSM1574261,H3K4me3.MiaPaca2,Homo sapiens,"['GSE64560', 'GSE64557']",GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX825382,ChIP-Seq,"{'chip antibody': 'Anti-H3K4me3', 'Title': 'H3K4me3.MiaPaca2'}",,,,,{},{'cell line background': 'MiaPaca2'},{'chip antibody': 'Anti-H3K4me3'},True,True,True
