GSM_ID,Organism,GSE_ID,GPL_ID,SRA_ID,Library Strategy
GSM772769,Homo sapiens,GSE17312,GPL570,SRX532981,chip-seq
GSM1382470,Homo sapiens,GSE57436,GPL11154,SRX535417,chip-seq
GSM1382471,Homo sapiens,GSE57436,GPL11154,SRX535418,chip-seq
GSM2232257,Mus musculus,GSE83833,GPL19057,SRX1943209,chip-seq
GSM1495625,Mus musculus,GSE61023,GPL13112,SRX694721,chip-seq
GSM772761,Homo sapiens,GSE17312,GPL570,,chip-seq
GSM1019753,Saccharomyces cerevisiae,GSE41587,GPL4130,,
GSM607834,Arabidopsis thaliana,GSE24665,GPL11005,,
GSM607835,Arabidopsis thaliana,GSE24665,GPL11005,,
GSM722694,Mus musculus,GSE29184,GPL9250,SRX062956,chip-seq
GSM607837,Arabidopsis thaliana,GSE24665,GPL11005,,
GSM1722609,Homo sapiens,GSE64642,GPL11154,SRX1074428,chip-seq
GSM2192392,Mus musculus,GSE82994,GPL13112,SRX1834328,chip-seq
GSM1817249,Mus musculus,GSE70753,GPL13112,SRX1091778,chip-seq
GSM1722608,Homo sapiens,GSE64642,GPL11154,SRX1074427,chip-seq
GSM575390,Drosophila melanogaster,GSE23463,GPL6629,,
GSM758729,Mus musculus,GSE30580,GPL9185,SRX083255,chip-seq
GSM701924,Arabidopsis thaliana,GSE28398,GPL10088,SRX017554,chip-seq
GSM2257337,Mus musculus,GSE85072,GPL19057,SRX1993719,chip-seq
GSM1550995,Homo sapiens,GSE62742,GPL11154,SRX764674,chip-seq
GSM767736,Mus musculus,GSE30972,GPL9250,SRX085352,chip-seq
GSM767737,Mus musculus,GSE30972,GPL9250,SRX085353,chip-seq
GSM767734,Mus musculus,GSE30972,GPL9250,SRX085350,chip-seq
GSM767735,Mus musculus,GSE30972,GPL9250,SRX085351,chip-seq
GSM758726,Mus musculus,GSE30580,GPL9185,SRX083252,chip-seq
GSM1164634,Mus musculus,GSE47995,GPL11002,SRX306587,chip-seq
GSM1440700,Chlamydomonas reinhardtii,GSE59629,GPL15922,SRX658235,chip-seq
GSM701455,Mus musculus,GSE28373,GPL13123,,
GSM1440702,Chlamydomonas reinhardtii,GSE59629,GPL15922,SRX658237,chip-seq
GSM1440705,Chlamydomonas reinhardtii,GSE59629,GPL15922,SRX658240,chip-seq
GSM701452,Mus musculus,GSE28373,GPL13123,,
GSM2131061,Saccharomyces cerevisiae,GSE80575,GPL13821,SRX1720149,chip-seq
GSM701450,Mus musculus,GSE28373,GPL13123,,
GSM2192466,Mus musculus,GSE83029,GPL21103,SRX1834400,chip-seq
GSM1500753,Mus musculus,GSE53508,GPL11002,SRX697786,chip-seq
GSM1500752,Mus musculus,GSE53508,GPL11002,SRX697785,chip-seq
GSM1500755,Mus musculus,GSE53508,GPL11002,SRX697788,chip-seq
GSM1500754,Mus musculus,GSE53508,GPL11002,SRX697787,chip-seq
GSM1499136,Mus musculus,GSE61188,GPL13112,SRX695715,chip-seq
GSM1499137,Mus musculus,GSE61188,GPL13112,SRX695716,chip-seq
GSM1918518,Homo sapiens,GSE74359,GPL18573,SRX1383764,chip-seq
GSM1722606,Homo sapiens,GSE64642,GPL11154,SRX1074425,chip-seq
GSM498065,Homo sapiens,GSE19906,GPL9942,,
GSM1541977,Mus musculus,GSE63137,GPL13112,SRX757085,chip-seq
GSM498069,Homo sapiens,GSE19906,GPL9942,,
GSM1918513,Homo sapiens,GSE74359,GPL18573,SRX1383759,chip-seq
GSM1847965,Homo sapiens,GSE71952,GPL16791,SRX1142291,chip-seq
GSM1550894,Homo sapiens,GSE62742,GPL11154,SRX764573,chip-seq
GSM1918516,Homo sapiens,GSE74359,GPL18573,SRX1383762,chip-seq
GSM1246754,Homo sapiens,GSE51517,GPL17148,,
GSM1918514,Homo sapiens,GSE74359,GPL18573,SRX1383760,chip-seq
GSM1918515,Homo sapiens,GSE74359,GPL18573,SRX1383761,chip-seq
GSM1911791,Schmidtea mediterranea,GSE74153,GPL20150,SRX1354638,chip-seq
GSM1246755,Homo sapiens,GSE51517,GPL17148,,
GSM1918616,Homo sapiens,GSE74359,GPL18573,SRX1383862,chip-seq
GSM2035844,Mus musculus,GSE76692,GPL13112,SRX1525814,chip-seq
GSM1607397,Homo sapiens,GSE65838,GPL11154,SRX873818,chip-seq
GSM2035841,Mus musculus,GSE76692,GPL13112,SRX1525811,chip-seq
GSM2035840,Mus musculus,GSE76692,GPL13112,SRX1525810,chip-seq
GSM2035843,Mus musculus,GSE76692,GPL13112,SRX1525813,chip-seq
GSM1506767,Mus musculus,GSE61504,GPL9185,SRX702811,chip-seq
GSM1872337,Saccharomyces cerevisiae,GSE72802,GPL6476,,
GSM566975,Mus musculus,GSE20852,GPL9185,SRX023723,chip-seq
GSM566974,Mus musculus,GSE20852,GPL9185,SRX023722,chip-seq
GSM1340260,Homo sapiens,GSE55615,GPL10999,SRX481463,chip-seq
GSM970228,Mus musculus,GSE39496,GPL13112,SRX160821,chip-seq
GSM1285798,Mus musculus,GSE46662,GPL9250,SRX389598,chip-seq
GSM1673956,Homo sapiens,GSE68507,GPL9250,SRX994293,chip-seq
GSM1642540,Saccharomyces cerevisiae,GSE67211,GPL13821,SRX966750,chip-seq
GSM2232228,Mus musculus,GSE83833,GPL19057,SRX1943177,chip-seq
GSM970227,Mus musculus,GSE39496,GPL13112,SRX160820,chip-seq
GSM1550794,Homo sapiens,GSE62742,GPL11154,SRX764473,chip-seq
GSM2385293,Gallus gallus,GSE89604,GPL19005,SRX2333009,chip-seq
GSM1101728,Mus musculus,GSE37184,GPL11002,SRX252295,chip-seq
GSM874959,Mus musculus,GSE35788,GPL11002,SRX119660,chip-seq
GSM874958,Mus musculus,GSE35788,GPL11002,SRX119659,chip-seq
GSM874957,Mus musculus,GSE35788,GPL11002,SRX119658,chip-seq
GSM1101727,Mus musculus,GSE37184,GPL11002,SRX252294,chip-seq
GSM2192209,Mus musculus,GSE82910,GPL17021,SRX1834139,chip-seq
GSM1505677,Homo sapiens,GSE61475,GPL11154,SRX702018,chip-seq
GSM2082692,Mus musculus,GSE73952,GPL13112,SRX1617408,chip-seq
GSM2120704,Homo sapiens,GSE80197,GPL11154,SRX1694149,chip-seq
GSM2082690,Mus musculus,GSE73952,GPL13112,SRX1617439,chip-seq
GSM2082691,Mus musculus,GSE73952,GPL13112,SRX1617407,chip-seq
GSM2082696,Mus musculus,GSE73952,GPL13112,SRX1617442,chip-seq
GSM2082697,Mus musculus,GSE73952,GPL13112,SRX1617443,chip-seq
GSM2302424,Arabidopsis thaliana,GSE86429,GPL17639,SRX2136196,chip-seq
GSM2192438,Mus musculus,GSE83016,GPL13112,SRX1834372,chip-seq
GSM1121892,Homo sapiens,GSE46014,GPL9115,,chip-seq
GSM997256,Homo sapiens,GSE17312,GPL570,,chip-seq
GSM64573,Saccharomyces cerevisiae,GSE2954,GPL2625,,
GSM2308544,Mus musculus,GSE86721,GPL21103,SRX2156958,chip-seq
GSM1517591,Homo sapiens,GSE61944,GPL11154,,chip-seq
GSM1574263,Homo sapiens,GSE64557,GPL9115,SRX825384,chip-seq
GSM1135047,Homo sapiens,GSE36616,GPL10999,SRX275801,chip-seq
GSM1135046,Homo sapiens,GSE36616,GPL10999,SRX275800,chip-seq
GSM662290,Mus musculus,GSE26893,GPL11659,,
GSM772967,Homo sapiens,GSE17312,GPL570,,chip-seq
GSM1288404,Saccharomyces cerevisiae,GSE53241,GPL13821,SRX390620,chip-seq
GSM2178529,Homo sapiens,GSE81957,GPL11154,SRX1802121,chip-seq
GSM941545,Homo sapiens,GSE34941,GPL6604,SRX151224,chip-seq
GSM1517541,Homo sapiens,GSE61944,GPL11154,SRX718121,chip-seq
GSM1871972,Mus musculus,GSE72784,GPL16791,SRX1204296,chip-seq
GSM1295085,Homo sapiens,GSE40740,GPL10999,SRX396577,chip-seq
GSM1410357,Mus musculus,GSE58407,GPL13112,SRX590289,chip-seq
GSM1059020,Mus musculus,GSE43229,GPL13112,SRX213817,chip-seq
GSM1410355,Mus musculus,GSE58407,GPL13112,SRX590287,chip-seq
GSM1846800,Homo sapiens,GSE71848,GPL11154,SRX1136646,chip-seq
GSM1598024,Homo sapiens,GSE63634,GPL11154,SRX860887,chip-seq
GSM1598025,Homo sapiens,GSE63634,GPL11154,SRX860888,chip-seq
GSM1846804,Homo sapiens,GSE71848,GPL11154,SRX1136650,chip-seq
GSM1612063,Homo sapiens,GSE54580,GPL11154,SRX879222,chip-seq
GSM1721825,Mus musculus,GSE70253,GPL17021,SRX1073827,chip-seq
GSM1288405,Saccharomyces cerevisiae,GSE53241,GPL13821,SRX390621,chip-seq
GSM1598028,Homo sapiens,GSE63634,GPL11154,SRX860891,chip-seq
GSM1598029,Homo sapiens,GSE63634,GPL11154,SRX860892,chip-seq
GSM945262,Homo sapiens,GSE35583,GPL9052,SRX190045,chip-seq
GSM769029,Mus musculus,GSE31039,GPL9250,SRX085452,chip-seq
GSM454540,Drosophila melanogaster,GSE18177,GPL6016,,
GSM945261,Homo sapiens,GSE35583,GPL9052,SRX190044,chip-seq
GSM648493,Homo sapiens,GSE26427,GPL9052,SRX037431,chip-seq
GSM945267,Homo sapiens,GSE35583,GPL9052,SRX190050,chip-seq
GSM945264,Homo sapiens,GSE35583,GPL9052,SRX190047,chip-seq
GSM945265,Homo sapiens,GSE35583,GPL9052,SRX190048,chip-seq
GSM769021,Mus musculus,GSE31039,GPL9250,SRX085444,chip-seq
GSM945269,Homo sapiens,GSE35583,GPL9052,SRX190052,chip-seq
GSM1065009,Homo sapiens,GSE43539,GPL10999,SRX217739,chip-seq
GSM769026,Mus musculus,GSE31039,GPL9250,SRX085449,chip-seq
GSM769027,Mus musculus,GSE31039,GPL9250,SRX085450,chip-seq
GSM1057305,Zea mays,GSE43142,GPL9141,SRX212616,chip-seq
GSM1057304,Zea mays,GSE43142,GPL9141,SRX212615,chip-seq
GSM1057307,Zea mays,GSE43142,GPL9141,SRX212618,chip-seq
GSM1057306,Zea mays,GSE43142,GPL9141,SRX212617,chip-seq
GSM1057303,Zea mays,GSE43142,GPL9141,SRX212614,chip-seq
GSM1057302,Zea mays,GSE43142,GPL9141,SRX212613,chip-seq
GSM1288406,Saccharomyces cerevisiae,GSE53241,GPL13821,SRX390622,chip-seq
GSM1057309,Zea mays,GSE43142,GPL9141,SRX212620,chip-seq
GSM916071,Homo sapiens,GSE17312,GPL570,SRX142803,chip-seq
GSM1234054,Homo sapiens,GSE50893,GPL11154,SRX356622,chip-seq
GSM1234055,Homo sapiens,GSE50893,GPL11154,SRX356623,chip-seq
GSM1206826,Mus musculus,GSE49766,GPL13112,SRX333565,chip-seq
GSM1192096,Mus musculus,GSE49010,GPL13112,SRX326426,chip-seq
GSM1206821,Mus musculus,GSE49766,GPL13112,SRX333560,chip-seq
GSM456218,Mus musculus,GSE18258,GPL4128,,
GSM1939100,Mus musculus,GSE74964,GPL13112,SRX1430121,chip-seq
GSM1599169,Mus musculus,GSE65516,GPL16791,SRX863168,chip-seq
GSM1872332,Saccharomyces cerevisiae,GSE72802,GPL6476,,
GSM1404662,Homo sapiens,GSE58247,GPL10999,SRX573018,chip-seq
GSM1404663,Homo sapiens,GSE58247,GPL10999,SRX573019,chip-seq
GSM1404660,Homo sapiens,GSE58247,GPL10999,SRX573016,chip-seq
GSM1404661,Homo sapiens,GSE58247,GPL10999,SRX573017,chip-seq
GSM1035396,Rattus norvegicus,GSE42207,GPL10669,SRX204150,chip-seq
GSM1915976,Mus musculus,GSE74268,GPL9185,SRX1365329,chip-seq
GSM1915975,Mus musculus,GSE74268,GPL9185,SRX1365328,chip-seq
GSM1915974,Mus musculus,GSE74268,GPL9185,SRX1365327,chip-seq
GSM1360726,Mus musculus,GSE56393,GPL9250,,chip-seq
GSM1288407,Saccharomyces cerevisiae,GSE53241,GPL13821,SRX390623,chip-seq
GSM655013,Danio rerio,GSE26609,GPL6600,,
GSM655012,Danio rerio,GSE26609,GPL6600,,
GSM426770,Homo sapiens,GSE17053,GPL7363,,
GSM426771,Homo sapiens,GSE17053,GPL7363,,
GSM664776,Homo sapiens,GSE26988,GPL7874,,
GSM1656749,Mus musculus,GSE67829,GPL17021,SRX993451,chip-seq
GSM1847959,Homo sapiens,GSE71952,GPL16791,SRX1142285,chip-seq
GSM1847958,Homo sapiens,GSE71952,GPL16791,SRX1142284,chip-seq
GSM2232460,Mus musculus,GSE83833,GPL19057,SRX1943416,chip-seq
GSM1833646,Mus musculus,GSE59518,GPL11002,SRX1121724,chip-seq
GSM1833647,Mus musculus,GSE59518,GPL11002,SRX1121725,chip-seq
GSM984397,Homo sapiens,GSE40050,GPL10999,SRX176065,chip-seq
GSM1816318,Homo sapiens,GSE70675,GPL10999,SRX813530,chip-seq
GSM984399,Homo sapiens,GSE40050,GPL10999,SRX176067,chip-seq
GSM984398,Homo sapiens,GSE40050,GPL10999,SRX176066,chip-seq
GSM1847953,Homo sapiens,GSE71952,GPL16791,SRX1142279,chip-seq
GSM418299,Homo sapiens,GSE15735,GPL570,SRX017720,chip-seq
GSM1847955,Homo sapiens,GSE71952,GPL16791,SRX1142281,chip-seq
GSM1847954,Homo sapiens,GSE71952,GPL16791,SRX1142280,chip-seq
GSM1847957,Homo sapiens,GSE71952,GPL16791,SRX1142283,chip-seq
GSM1847956,Homo sapiens,GSE71952,GPL16791,SRX1142282,chip-seq
GSM721293,Mus musculus,GSE25308,GPL9250,SRX062109,chip-seq
GSM721292,Mus musculus,GSE25308,GPL9250,SRX062108,chip-seq
GSM1521738,Homo sapiens,GSE62193,GPL16791,SRX729690,chip-seq
GSM1847952,Homo sapiens,GSE71952,GPL16791,SRX1142278,chip-seq
GSM1288400,Saccharomyces cerevisiae,GSE53241,GPL13821,SRX390616,chip-seq
GSM934890,Mus musculus,GSE38118,GPL13582,,
GSM1234232,Homo sapiens,GSE50893,GPL11154,SRX356800,chip-seq
GSM651193,Mus musculus,GSE26136,GPL6885,SRX054581,chip-seq
GSM1489128,Homo sapiens,GSE60806,GPL9464,,
GSM1648668,Mus musculus,GSE67520,GPL13112,SRX977417,chip-seq
GSM2067931,Homo sapiens,GSE78141,GPL11154,SRX1595743,chip-seq
GSM251181,Oryza sativa,GSE9925,GPL6285,,
GSM1550954,Homo sapiens,GSE62742,GPL11154,SRX764633,chip-seq
GSM1148332,Homo sapiens,GSE47380,GPL15802,,
GSM2191875,Mus musculus,GSE82761,GPL21103,SRX1833649,chip-seq
GSM2191525,Mus musculus,GSE82599,GPL13112,SRX1833304,chip-seq
GSM1517590,Homo sapiens,GSE61944,GPL11154,,chip-seq
GSM2191521,Mus musculus,GSE82597,GPL17021,SRX1833294,chip-seq
GSM2191520,Mus musculus,GSE82597,GPL17021,SRX1833293,chip-seq
GSM1148504,Homo sapiens,GSE47383,GPL15802,,
GSM1148505,Homo sapiens,GSE47383,GPL15802,,
GSM664808,Homo sapiens,GSE26988,GPL7874,,
GSM1148507,Homo sapiens,GSE47383,GPL15802,,
GSM1148500,Homo sapiens,GSE47383,GPL15802,,
GSM1148501,Homo sapiens,GSE47383,GPL15802,,
GSM1148502,Homo sapiens,GSE47383,GPL15802,,
GSM1148503,Homo sapiens,GSE47383,GPL15802,,
GSM664800,Homo sapiens,GSE26988,GPL7874,,
GSM2191876,Mus musculus,GSE82761,GPL21103,SRX1833650,chip-seq
GSM1148508,Homo sapiens,GSE47383,GPL15802,,
GSM1148509,Homo sapiens,GSE47383,GPL15802,,
GSM664804,Homo sapiens,GSE26988,GPL7874,,
GSM1148336,Homo sapiens,GSE47380,GPL15802,,
GSM2058913,Homo sapiens,GSE77772,GPL18460,SRX1569787,chip-seq
GSM509294,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM2058914,Homo sapiens,GSE77772,GPL18460,SRX1569802,chip-seq
GSM210183,Mus musculus,GSE8472,GPL5532,,
GSM1463324,Mus musculus,GSE59998,GPL13112,SRX667877,chip-seq
GSM1463326,Mus musculus,GSE59998,GPL13112,SRX667879,chip-seq
GSM2191259,Mus musculus,GSE82475,GPL21103,SRX1833028,chip-seq
GSM2191258,Mus musculus,GSE82475,GPL21103,SRX1833027,chip-seq
GSM1463322,Mus musculus,GSE59998,GPL13112,SRX667875,chip-seq
GSM1827963,Capsaspora owczarzaki,GSE71131,GPL20718,SRX1113424,chip-seq
GSM2137746,Mus musculus,GSE70832,GPL13112,SRX1736303,chip-seq
GSM2137745,Mus musculus,GSE70832,GPL13112,SRX1736302,chip-seq
GSM1440687,Chlamydomonas reinhardtii,GSE59629,GPL15922,SRX658222,chip-seq
GSM2137743,Mus musculus,GSE70832,GPL13112,SRX1736300,chip-seq
GSM1224662,Homo sapiens,GSE50610,GPL10999,SRX345875,chip-seq
GSM1224663,Homo sapiens,GSE50610,GPL10999,SRX345876,chip-seq
GSM1565014,Homo sapiens,GSE64137,GPL10999,SRX807623,chip-seq
GSM1224661,Homo sapiens,GSE50610,GPL10999,SRX345874,chip-seq
GSM1420159,Homo sapiens,GSE58638,GPL10999,SRX625666,chip-seq
GSM1550853,Homo sapiens,GSE62742,GPL11154,SRX764532,chip-seq
GSM1003506,Homo sapiens,GSE29611,GPL9115,SRX186702,chip-seq
GSM1657464,Eucalyptus grandis,GSE67873,GPL20030,SRX994837,chip-seq
GSM1148348,Homo sapiens,GSE47380,GPL15802,,
GSM1148349,Homo sapiens,GSE47380,GPL15802,,
GSM1116327,Mus musculus,GSE45836,GPL16978,,
GSM1116326,Mus musculus,GSE45836,GPL16978,,
GSM1148344,Homo sapiens,GSE47380,GPL15802,,
GSM1148345,Homo sapiens,GSE47380,GPL15802,,
GSM587800,Mus musculus,GSE23525,GPL9250,SRX026427,chip-seq
GSM587801,Mus musculus,GSE23525,GPL9250,SRX026428,chip-seq
GSM587802,Mus musculus,GSE23525,GPL9250,SRX026429,chip-seq
GSM587803,Mus musculus,GSE23525,GPL9250,SRX026430,chip-seq
GSM1872339,Saccharomyces cerevisiae,GSE72802,GPL6476,,
GSM751460,Mus musculus,GSE30199,GPL9250,SRX081811,chip-seq
GSM1444704,Mus musculus,GSE59738,GPL13112,SRX661087,chip-seq
GSM1412468,Mus musculus,GSE58491,GPL13112,SRX597187,chip-seq
GSM675189,Danio rerio,GSE27314,GPL10835,,
GSM675188,Danio rerio,GSE27314,GPL10835,,
GSM1444703,Mus musculus,GSE59738,GPL13112,SRX661086,chip-seq
GSM1241608,Homo sapiens,GSE51272,GPL6984,,
GSM1412477,Mus musculus,GSE58491,GPL13112,SRX597196,chip-seq
GSM1830123,Mus musculus,GSE71215,GPL13112,SRX1115745,chip-seq
GSM1566145,Mus musculus,GSE64190,GPL13112,SRX810594,chip-seq
GSM1604260,Mus musculus,GSE58514,GPL13112,SRX869307,chip-seq
GSM2337951,Homo sapiens,GSE87662,GPL11154,SRX2213521,chip-seq
GSM2192174,Mus musculus,GSE82894,GPL13112,SRX1834110,chip-seq
GSM1146439,Homo sapiens,GSE47188,GPL15456,SRX286014,chip-seq
GSM1670701,Homo sapiens,GSE62275,GPL11154,SRX1013326,chip-seq
GSM1944098,Mus musculus,GSE75151,GPL17021,SRX1437354,chip-seq
GSM1849892,Mus musculus,GSE72017,GPL17021,SRX1143934,chip-seq
GSM1944094,Mus musculus,GSE75151,GPL17021,SRX1437350,chip-seq
GSM1849891,Mus musculus,GSE72017,GPL17021,SRX1143933,chip-seq
GSM2141870,Mus musculus,GSE81056,GPL17021,SRX1739698,chip-seq
GSM1888711,Homo sapiens,GSE73212,GPL11154,SRX1261909,chip-seq
GSM763420,Homo sapiens,GSE29282,GPL10999,,chip-seq
GSM763421,Homo sapiens,GSE29282,GPL10999,,chip-seq
GSM1545312,Schizosaccharomyces pombe,GSE63301,GPL6503,,
GSM2192453,Mus musculus,GSE83023,GPL17021,SRX1834395,chip-seq
GSM1545310,Schizosaccharomyces pombe,GSE63301,GPL6503,,
GSM1545311,Schizosaccharomyces pombe,GSE63301,GPL6503,,
GSM1830120,Mus musculus,GSE71215,GPL13112,SRX1115742,chip-seq
GSM1332725,Drosophila melanogaster,GSE55257,GPL13304,SRX474612,chip-seq
GSM1282143,Mus musculus,GSE53087,GPL11002,SRX388409,chip-seq
GSM1600026,Mus musculus,GSE65555,GPL15907,SRX864147,chip-seq
GSM1320317,Homo sapiens,GSE54634,GPL15433,SRX461544,chip-seq
GSM1282145,Mus musculus,GSE53087,GPL11002,SRX388411,chip-seq
GSM1600025,Mus musculus,GSE65555,GPL15907,SRX864146,chip-seq
GSM1588311,Mus musculus,GSE65159,GPL13112,SRX849426,chip-seq
GSM1911803,Schmidtea mediterranea,GSE74153,GPL20150,SRX1354650,chip-seq
GSM1588313,Mus musculus,GSE65159,GPL13112,SRX849428,chip-seq
GSM1588312,Mus musculus,GSE65159,GPL13112,SRX849427,chip-seq
GSM1588314,Mus musculus,GSE65159,GPL13112,SRX849429,chip-seq
GSM537671,Homo sapiens,GSE19465,GPL9115,,chip-seq
GSM545114,Mus musculus,GSE21910,GPL9250,SRX020982,chip-seq
GSM2075575,Mus musculus,GSE78749,GPL11002,SRX1605687,chip-seq
GSM2141871,Mus musculus,GSE81056,GPL17021,SRX1739699,chip-seq
GSM454376,Drosophila melanogaster,GSE18100,GPL5919,,
GSM545110,Mus musculus,GSE21910,GPL9250,SRX020978,chip-seq
GSM360942,Homo sapiens,GSE14460,GPL7513,,
GSM1782696,Homo sapiens,GSE70482,GPL11154,SRX1079996,other
GSM545113,Mus musculus,GSE21910,GPL9250,SRX020981,chip-seq
GSM1103490,Mus musculus,GSE45390,GPL10129,,
GSM171097,Homo sapiens,GSE7118,GPL1454,,
GSM621675,Homo sapiens,GSE19465,GPL9115,,chip-seq
GSM488986,Homo sapiens,GSE19600,GPL5082,,
GSM646466,Homo sapiens,GSE26320,GPL9115,SRX038656,chip-seq
GSM621671,Homo sapiens,GSE19465,GPL9115,,chip-seq
GSM723006,Mus musculus,GSE29184,GPL9250,SRX062988,chip-seq
GSM1202707,Mus musculus,GSE49621,GPL9250,SRX332345,chip-seq
GSM1468871,Pan troglodytes,GSE60269,GPL9160,SRX673199,chip-seq
GSM537676,Homo sapiens,GSE19465,GPL9115,SRX019731,chip-seq
GSM723002,Mus musculus,GSE29184,GPL9250,SRX062984,chip-seq
GSM1468872,Pan troglodytes,GSE60269,GPL9160,SRX673200,chip-seq
GSM1273644,Homo sapiens,GSE52657,GPL11154,SRX382066,chip-seq
GSM1131780,Mus musculus,GSE46525,GPL13112,SRX272974,chip-seq
GSM1566154,Mus musculus,GSE64190,GPL13112,SRX810603,chip-seq
GSM1944479,Xenopus laevis,GSE75164,GPL17682,SRX1438033,chip-seq
GSM2192079,Mus musculus,GSE82851,GPL13112,SRX1833951,chip-seq
GSM621417,Homo sapiens,GSE19465,GPL9115,SRX031411,chip-seq
GSM1866121,Homo sapiens,GSE72468,GPL11154,SRX1177348,chip-seq
GSM641814,Homo sapiens,GSE26137,GPL9052,SRX036547,chip-seq
GSM641817,Homo sapiens,GSE26137,GPL9052,SRX036550,chip-seq
GSM2130808,Mus musculus,GSE80557,GPL13112,SRX1719354,chip-seq
GSM465106,Mus musculus,GSE18734,GPL9485,,
GSM465107,Mus musculus,GSE18734,GPL9485,,
GSM823689,Homo sapiens,GSE33304,GPL14804,,
GSM465105,Mus musculus,GSE18734,GPL9485,,
GSM1233970,Homo sapiens,GSE50893,GPL11154,SRX356538,chip-seq
GSM2141873,Mus musculus,GSE81056,GPL17021,SRX1739701,chip-seq
GSM1232311,Mus musculus,GSE50912,GPL13112,SRX351978,chip-seq
GSM1040164,Rattus norvegicus,GSE42447,GPL16312,SRX205982,chip-seq
GSM1233971,Homo sapiens,GSE50893,GPL11154,SRX356539,chip-seq
GSM713177,Caenorhabditis elegans,GSE28775,GPL9269,SRX059274,chip-seq
GSM713176,Caenorhabditis elegans,GSE28775,GPL9269,SRX059273,chip-seq
GSM823685,Homo sapiens,GSE33304,GPL14804,,
GSM1040162,Rattus norvegicus,GSE42447,GPL16312,SRX205980,chip-seq
GSM851318,Mus musculus,GSE29184,GPL9250,SRX112968,chip-seq
GSM1586403,Homo sapiens,GSE65049,GPL9115,,chip-seq
GSM1866120,Homo sapiens,GSE72468,GPL11154,SRX1177347,chip-seq
GSM279938,Mus musculus,GSE11074,GPL6693,,
GSM386101,Drosophila melanogaster,GSE15424,GPL6949,,
GSM279934,Mus musculus,GSE11074,GPL6693,,
GSM610750,Mus musculus,GSE22102,GPL9250,SRX029269,chip-seq
GSM851312,Mus musculus,GSE29184,GPL9250,SRX112962,chip-seq
GSM1846784,Homo sapiens,GSE71848,GPL11154,SRX1136630,chip-seq
GSM1846782,Homo sapiens,GSE71848,GPL11154,SRX1136628,chip-seq
GSM610757,Mus musculus,GSE22102,GPL9250,SRX029276,chip-seq
GSM610756,Mus musculus,GSE22102,GPL9250,SRX029275,chip-seq
GSM521105,Drosophila melanogaster,GSE20839,GPL6629,,
GSM521104,Drosophila melanogaster,GSE20839,GPL6629,,
GSM521107,Drosophila melanogaster,GSE20839,GPL6629,,
GSM521106,Drosophila melanogaster,GSE20839,GPL6629,,
GSM1550888,Homo sapiens,GSE62742,GPL11154,SRX764567,chip-seq
GSM2232339,Mus musculus,GSE83833,GPL19057,SRX1943291,chip-seq
GSM1550884,Homo sapiens,GSE62742,GPL11154,SRX764563,chip-seq
GSM909158,Drosophila melanogaster,GSE37032,GPL13304,SRX135524,chip-seq
GSM1550880,Homo sapiens,GSE62742,GPL11154,SRX764559,chip-seq
GSM1591717,Mus musculus,GSE65288,GPL11002,SRX852603,chip-seq
GSM1591716,Mus musculus,GSE65288,GPL11002,SRX852602,chip-seq
GSM772996,Homo sapiens,GSE17312,GPL570,SRX532963,chip-seq
GSM772776,Homo sapiens,GSE17312,GPL570,SRX088691,chip-seq
GSM1849279,Saccharomyces cerevisiae,GSE59003,GPL13821,SRX1143269,chip-seq
GSM1516473,Saccharomyces cerevisiae,GSE61888,GPL17582,SRX717436,chip-seq
GSM1849277,Saccharomyces cerevisiae,GSE59003,GPL13821,SRX1143267,chip-seq
GSM1516471,Saccharomyces cerevisiae,GSE61888,GPL17582,SRX717434,chip-seq
GSM1571910,Homo sapiens,GSE52617,GPL11154,SRX825327,chip-seq
GSM1571916,Homo sapiens,GSE52617,GPL11154,SRX825333,chip-seq
GSM1495631,Mus musculus,GSE61023,GPL13112,SRX694727,chip-seq
GSM1516474,Saccharomyces cerevisiae,GSE61888,GPL17582,SRX717437,chip-seq
GSM958677,Plasmodium falciparum,GSE39238,GPL11248,,
GSM958676,Plasmodium falciparum,GSE39238,GPL11248,,
GSM958675,Plasmodium falciparum,GSE39238,GPL11248,,
GSM769012,Mus musculus,GSE31039,GPL9250,SRX085435,chip-seq
GSM958673,Plasmodium falciparum,GSE39238,GPL11248,,
GSM958672,Plasmodium falciparum,GSE39238,GPL11248,,
GSM958671,Plasmodium falciparum,GSE39238,GPL11248,,
GSM958670,Plasmodium falciparum,GSE39238,GPL11248,,
GSM916045,Homo sapiens,GSE17312,GPL570,,chip-seq
GSM144322,Homo sapiens,GSE6273,GPL1454,,
GSM916040,Homo sapiens,GSE17312,GPL570,SRX532976,chip-seq
GSM958678,Plasmodium falciparum,GSE39238,GPL11248,,
GSM1219699,Mus musculus,GSE50465,GPL13112,SRX341772,chip-seq
GSM916980,Homo sapiens,GSE37377,GPL10999,SRX143125,chip-seq
GSM2191994,Mus musculus,GSE82814,GPL17021,SRX1833820,chip-seq
GSM1911806,Schmidtea mediterranea,GSE74153,GPL20150,SRX1354653,chip-seq
GSM701440,Mus musculus,GSE28373,GPL13123,,
GSM955983,Homo sapiens,GSE39089,GPL9052,SRX157613,chip-seq
GSM575388,Drosophila melanogaster,GSE23463,GPL6629,,
